削除された単語一覧（frequency=0 = コーパスに未出現）
削除件数: 53,409 件
==================================================

-冊	-サツ
-方	-ホウ
-様	-サマ
-氏	-シ
-番目	-バンメ
-風	-カゼ
1/4マイル	1/4マイル
100万命令毎秒	100マンメイレイマイビヨウ
尾長猿	オナガサル
尿失禁	ニヨウシツキン
尿崩症	ニヨウホウシヨウ
尿検査	ニヨウケンサ
尿毒症	ニヨウドクシヨウ
尿生殖器	ニヨウセイシヨクキ
尿細管	ニヨウサイカン
尿結石	ニヨウケツセキ
尿膜	ニヨウマク
尿路感染症	ニヨウロカンセンシヨウ
尿道下裂	ニヨウドウシタレツ
尿道炎	ニヨウドウエン
尿道球腺	ニヨウドウタマセン
尿酸排泄性	ニヨウサンハイセツセイ
局地的	キヨクチテキ
局地的に	キヨクチテキニ
局外中立	キヨクガイチユウリツ
局外者	キヨクガイシヤ
局所的	キヨクシヨテキ
局所麻酔	キヨクシヨマスイ
局蹐	キヨクセキ
局部発振器	キヨクブハツシンキ
局部的	キヨクブテキ
屁こき	ヘコキ
屁の河童	ヘノカツパ
屁放	ヘホウ
屁放り	ヘホウリ
屁理屈	ヘリクツ
居え物	キヨエモノ
居すくまる	キヨスクマル
居すわる	キヨスワル
居丈高	イタケダカ
居付く	キヨツク
居住地	キヨジユウチ
居住者	キヨジユウシヤ
居坐る	キヨスワル
居場所	イバシヨ
居心地が悪い	イゴコチガワルイ
居心地の悪さ	イゴコチノワルサ
居心地悪く	イゴコチワルク
居据わる	キヨスワル
居敷	キヨシキ
居敷き	キヨシキ
居然	キヨゼン
居物	キヨモノ
居留地	キヨリユウチ
居眠	イネムリ
居睡	イネムリ
居睡り	イネムリリ
居睡る	イネムリル
居竦む	キヨスクム
居続ける	キヨツヅケル
屈みこむ	カガミコム
屈光性	クツコウセイ
屈折望遠鏡	クツセツボウエンキヨウ
屈折率	クツセツリツ
屈折異常	クツセツイジヨウ
屈折角	クツセツカク
屈折計	クツセツケイ
屈曲性	クツキヨクセイ
屈服	クツプク
屈服する	クツプクスル
屈熱性	クツネツセイ
屈託ない	クツタクナイ
屈託のない	クツタクノナイ
屈託の無い	クツタクノナイ
屈託無い	クツタクナイ
屈辱的	クツジヨクテキ
屋上屋を架す	オクジヨウオクヲカス
屋内で	オクナイデ
屋内に	オクナイニ
屋内へ	オクナイヘ
屋内競技場	オクナイキヨウギジヨウ
屋台骨	ヤタイボネ
屋外で	オクガイデ
屋外に	オクガイニ
屋外の食事をする	オクガイノシヨクジヲスル
屋外へ	オクガイヘ
屋外便所	オクガイベンジヨ
屋外観覧席	オクガイカンランセキ
屋形城	ヤカタシロ
屋根付きの玄関	ヤネヅケキノゲンカン
屋根裏換気ファン	ヤネウラカンキフアン
屋根裏換気扇	ヤネウラカンキセン
屋根裏部屋	ヤネウラベヤ
屋渡り	ヤワタリ
屍体	シタイ
屍骸	シガイ
屎	シ
屎尿処理	シニヨウシヨリ
屏	ビヨウ
屏障	ビヨウシヨウ
屑かご	クズカゴ
屑篭	クズカゴ
展げる	テンゲル
展望台	テンボウダイ
展示会	テンジカイ
展示品	テンジヒン
展示場	テンジジヨウ
展覧会	テンランカイ
展開的に	テンカイテキニ
属す	ゾクス
属具	ゾクグ
属託	シヨクタク
屠殺場	トサツバ
屡々	シバシバ
屡屡	シバシバシバシバ
層のある	ソウノアル
層一層	ソウイツソウ
層別化	ソウベツカ
層化抽出法	ソウカチユウシユツホウ
層状の	ソウジヨウノ
層状～	ソウジヨウ～
履きもの	ハキモノ
履歴書	リレキシヨ
履物	ハキモノ
屯する	タムロスル
山なみ	ヤマナミ
山の背	ヤマノセ
山びこ	ヤマビコ
山ウサギ	ヤマウサギ
山パーレン	ヤマパーレン
山上の垂訓	ヤマガミノスイクン
山並	ヤマナミ
山兎	ヤマウサギ
山勝ち	ヤマカチ
山型	ヤマガタ
山小道	ヤマコミチ
山山	ヤマヤマ
山岳地帯	サンガクチタイ
山岳病	サンガクビヨウ
山岳部時間	サンガクブジカン
山括弧	ヤマカツコ
山林学	サンリンガク
山梔子色	クチナシイロ
山椒魚	サンシヨウウオ
山橘	ヤマタチバナ
山毛欅	ブナ
山猫争議	ヤマネコソウギ
山盛りにする	ヤマモリニスル
山砦	サンサイ
山積みにする	ヤマヅミニスル
山立	ヤマリツ
山立ち	ヤマタチ
山繭糸	ヤママユイト
山葵大根	ワサビダイコン
山衆	ヤマシ
山鉤	ヤマコウ
山顛	サンテン
山高帽子	ヤマタカボウコ
山鷸	ヤマシギ
山麓帯	サンロクオビ
屹度	キツド
岐れる	シレル
岡	オカ
岡っ引	オカツヒキ
岡引	オカヒキ
岡引き	オカヒキ
岩乗	イワジヨウ
岩乗さ	イワノサ
岩団扇	イワウチワ
岩洞	イワホラ
岩瀬	イワセ
岩生植物	イワオシヨクブツ
岩石圏	ガンセキケン
岩石学	ガンセキガク
岩綿	ガンメン
岬角	ミサキカク
岸に	キシニ
岸に沿って	キシニソツテ
岸の方へ	キシノホウヘ
岸へ	キシヘ
岸べ	キシベ
峨峨たる	ガガタル
峭刻たる	シヨウコクタル
峯	ミネ
島国根性	シマクニコンジヨウ
島物	シマモノ
峻嶮	シユンケン
峻烈さ	シユンレツサ
崇う	スウウ
崇めたてる	アガメタテル
崇拝者	スウハイモノ
崇重	スウジユウ
崇高に	スウコウニ
崩じる	ホウジル
崩れおちる	クズレオチル
崩壊した	ホウカイシタ
崩潰	ホウカイ
崩落ちる	ホウラクチル
嵌る	ハマル
嵌込む	カンコム
嵐雲	アラシクモ
嵩じる	カサジル
嵩ずる	カサズル
嵩高い	カサダカイ
嵩高さ	カサダカサ
嶮しい	ケワシイ
嶮しさ	ケワシサ
嶮岨	ケンソ
嶮峻	ケンシユン
嶽	ガク
巌々とした	ガン々トシタ
巌巌とした	ガンガントシタ
巌洞	ガンホラ
巌穴	ガンケツ
巌窟	ガンクツ
巍然たる	ギゼンタル
川っぷち	カワツプチ
川っ縁	カワツヘリ
川ばた	カワバタ
川ぶち	カワブチ
川べ	カワベ
川べり	カワベリ
川やなぎ	カワヤナギ
川をさかのぼって	カワヲサカノボツテ
川上へ	カワカミヘ
川堤	カワツツミ
川崎病	カワサキビヨウ
川沿いの低地	カワゾイノテイチ
川端	カワバタ
川･河	カワカワカワ
州刑務所	シユウケイムシヨ
州政府	シユウセイフ
州立の	シユウリツノ
州財務官	シユウザイムカン
州間高速道路	シユウカンコウソクドウロ
州際通商委員会	シユウサイツウシヨウイインカイ
巡りあう	メグリアウ
巡り合う	メグリアウ
巡合	ジユンゴウ
巡合う	ジユンアウ
巡合せ	ジユンアワセ
巡合わせ	ジユンアワセ
巡回冗長検査	ジユンカイジヨウチヨウケンサ
巡回興業	ジユンカイコウギヨウ
巡査部長	ジユンサブチヨウ
巡業中	ジユンギヨウナカ
巡業見せ物興業	ジユンギヨウミセモノコウギヨウ
巡洋戦艦	ジユンヨウセンカン
巡洋艦	ジユンヨウカン
巡礼の旅	ジユンレイノタビ
巡礼者	ジユンレイモノ
巡航ミサイル	ジユンコウミサイル
巡視船	ジユンシフネ
巡警	ジユンケイ
巣ごもる	スゴモル
巣篭もる	スコモル
巣篭る	スゴモル
巣籠る	スゴモル
巣食う	スクウ
巣鶏	スニワトリ
工作員	コウサクイン
工作機械	コウサクキカイ
工作機械工	コウサクキカイコウ
工作物	コウサクモノ
工具入	コウグニユウ
工具鋼	コウグコウ
工務店	コウムテン
工合	グアイ
工場労働者	コウジヨウロウドウシヤ
工場従業員	コウジヨウジユウギヨウイン
工夫に富んでいること	クフウニトンデイルコト
工業プラント	コウギヨウプラント
工業化	コウギヨウカ
工業団地	コウギヨウダンチ
工業専門学校	コウギヨウセンモンガツコウ
工業的	コウギヨウテキ
左きき	ヒダリキキ
左ぎっちょ	ヒダリギツチヨ
左の	ヒダリノ
左側へ	ヒダリガワヘ
左利	ヒダリリ
左半球	ヒダリハンキユウ
左右されていない	サユウサレテイナイ
左右する	サユウスル
左右対称	サユウタイシヨウ
左右相称	サユウソウシヨウ
左心室	サシンシツ
左心房	サシンボウ
左投げ投手	ヒダリナゲトウシユ
左方へ	サホウヘ
左旋性	サセンセイ
左様	サヨウ
左様なら	サヨウナラ
左翼手	サヨクテ
左腕投手	サワントウシユ
左証	サシヨウ
左雨	ヒダリアメ
巧い	ウマイ
巧まずして	タクマズシテ
巧みに	タクミニ
巧妙さ	コウミヨウサ
巧妙に	コウミヨウニ
巧知	コウチ
巧詐	コウサ
巨い	キヨイ
巨なる	キヨナル
巨人症	キヨジンシヨウ
巨多	キヨタ
巨大さ	キヨダイサ
巨大な生物	キヨダイナセイブツ
巨大企業	キヨダイキギヨウ
巨大分子	キヨダイブンシ
巨大娘	キヨダイムスメ
巨大症	キヨダイシヨウ
巨大結腸症	キヨダイケツチヨウシヨウ
巨帯都市	キヨタイトシ
巨核球	キヨカクタマ
巨視的	キヨシテキ
巨赤芽球性貧血	キヨアカメタマセイヒンケツ
巨赤血球	キヨセツケツキユウ
巨額の資金融資	キヨガクノシキンユウシ
巨額の金融取引	キヨガクノキンユウトリヒキ
巫女寄せ	ミコヨセ
巫子	ミコ
巫山戯	フザケ
巫山戯る	フザケル
差しあい	サシアイ
差しあげる	サシアゲル
差しあたり	サシアタリ
差しいれる	サシイレル
差しおく	サシオク
差しかえる	サシカエル
差しかためる	サシカタメル
差しこむ	サシコム
差しさわり	サシサワリ
差しさわる	サシサワル
差しずめ	サシズメ
差したてる	サシタテル
差しだし	サシダシ
差しだす	サシダス
差しつかえ	サシツカエ
差しつかえる	サシツカエル
差しつける	サシツケル
差しでる	サシデル
差しとめる	サシトメル
差しはさむ	サシハサム
差しひかえる	サシヒカエル
差しひき	サシヒキ
差しひく	サシヒク
差しひびき	サシヒビキ
差しまねく	サシマネク
差しむき	サシムキ
差しもどす	サシモドス
差しゆるす	サシユルス
差しわたし	サシワタシ
差し上げ物	サシアゲモノ
差し上物	サシジヨウモノ
差し会う	サシアウ
差し伸ばす	サシノバス
差し出がましい	サシシユツガマシイ
差し固める	サシカタメル
差し引き勘定	サシヒキカンジヨウ
差し引ける	サシヒケル
差し当たって	サシアタツテ
差し当り	サシアタリ
差し当る	サシアタル
差し押え	サシオサエ
差し掛け小屋	サシカケコヤ
差し措く	サシソク
差し換える	サシカエル
差し昇る	サシノボル
差し構い	サシカマイ
差し潮	サシシオ
差し登る	サシノボル
差し詰め	サシツメ
差し遇う	サシアウ
差し遣す	サシオコス
差し障りのない	サシサワリノナイ
差し響き	サシヒビキ
差っぴく	サツピク
差っ引く	サツヒク
差上げる	サアゲル
差上る	サノボル
差上物	サジヨウモノ
差交す	サカワス
差伸べる	サノベル
差入れる	サシイレル
差出	サシダシ
差出し	サシダシ
差出す	サシダス
差出る	サシダシル
差出人住所	サシダシニンジユウシヨ
差別化	サベツカ
差別的	サベツテキ
差動歯車	サドウハグルマ
差合	サゴウ
差合い	サアイ
差合う	サアウ
差向かう	サムカウ
差向き	サムキ
差固める	サカタメル
差延べる	サエンベル
差引	サシヒキ
差引き	サシヒキキ
差引き勘定	サシヒキキカンジヨウ
差引く	サシヒキク
差引勘定	サシヒキカンジヨウ
差引勘定をする	サシヒキカンジヨウヲスル
差当たり	サアタリ
差当たる	サアタル
差当り	サアタリ
差戻す	サモドス
差押え	サシオサエエ
差押える	サシオサエエル
差押さえる	サシオサエサエル
差招く	サマネク
差挟む	サハサム
差控える	サヒカエル
差措く	サソク
差換える	サカンエル
差支	サシツカエ
差支え	サシツカエ
差支える	サシツカエル
差昇る	サノボル
差替える	サシカエエル
差構	サコウ
差構い	サカマイ
差止める	サシドメル
差油	サシアブラ
差添	サソエ
差添え	サソエ
差渡	サワタリ
差渡し	サシワタシ
差異原価	サイゲンカ
差登る	サノボル
差立てる	サシタテテル
差置く	サオク
差許す	サユルス
差込	サシコミ
差込み	サシコミミ
差込む	サシコミム
差違	サイ
差遣す	サケンス
差遣わす	サケンワス
差障	サシヨウ
差障り	サシサワリ
差障る	サシサワル
差響	サキヨウ
差響き	サヒビキ
己と	オノレト
己れと	オノレレト
己惚	オノレコツ
己惚れ	オノレホレ
已に	イニ
已むない	ヤムナイ
已むなく	ヤムナク
已むをえず	ヤムヲエズ
已むを得ず	ヤムヲエズ
已む無い	ヤムナイ
巵子	シコ
巵子色	シコイロ
巷語	チマタゴ
巻きあげる	マキアゲル
巻きおこす	マキオコス
巻きじゃく	マキジヤク
巻きぞえ	マキゾエ
巻きたばこ	マキタバコ
巻きつける	マキツケル
巻きタバコ	マキタバコ
巻き揚げる	マキアゲル
巻き煙草	マキタバコ
巻き結び	マキムスビ
巻き込まれた	マキコマレタ
巻タバコ	カンタバコ
巻上げる	マキアゲゲル
巻尺	マキジヤク
巻層雲	ケンソウウン
巻帙	カンチツ
巻毛	マキゲ
巻煙草	カンタバコ
巻物	マキモノ
巻積雲	ケンセキウン
巻貝	マキガイ
巻込む	マキコミム
巻返し	カンカエシ
巻雲	ケンウン
巻頭言	カントウゲン
巻鬚	マキヒゲ
巾着網	キンチヤクアミ
市乳	シチチ
市内通話	シナイツウワ
市場に出す	シジヨウニダス
市場価格	シジヨウカカク
